original (cond)	sample (pos)	generated (neg)	BLEU	METEOR
how is discontinuing 500 and 1000 rupee note going to put a hold on black money in india ?	would demonetization of 500 and 1000 rupee notes actually help in curbing black money in india ?	how i discontinuing of the notes ?	2.6148071774814462e-09	0.07272727272727274
should i drop one year after bca for mba preparations ?	should i drop one year after my bba for cat preparation ?	is there a reality for	2.1297646960674127e-09	0.021164021164021163
how can i learn how to act ?	how do i learn acting ?	is a ? way the and	5.773502689875535e-09	0.10027964708846537
what 's your favorite music album of all time ?	what is your all-time favorite music album ?		0	0
why does wikipedia ask for donations rather than having ads ?	why does n't wikipedia run optional ads ?	why did n't did did did did did did	5.270462766325093e-09	0.13166933775902082
what games can make you smarter ?	what game should i play and can games make me potentially smarter ?	how i the want	4.31209693678441e-09	0.015473887814313348
how can a shy person become confident ?	how do i become less shy and more socially confident ?	how i it did ( how	5.85045365006396e-09	0.11106290672451194
what is one of the best comic book reader for an android ?	what is the best comic book reader for android ?	what ( my for ?	4.505584586736407e-09	0.06648199445983378
what are the positive and negative effects of red bull ?	what positive and/or adverse effects does red bull have ?	where is weight for ?	2.6013004740088944e-09	0.04578436382217679
is niit delhi good for a digital marketing course ?	which is best digital marketing course ?	professionals	7.838502621608071e-14	0.0
how can you overcome your fear of flying your first time ?	how do you overcome a fear of flying ?	did you have on my	3.1772355737578207e-09	0.09280439147862325
how do i commit suicide and make it seem like an accident ?	i just want to die . how can i make it look like an accident ?	did you painful suicide	9.621588800802596e-10	0.07873142273013574
who is your role model , and why ?	who is your role model , why ?	how	2.883623964058067e-14	0.0
how can i develop an app ?	how do you develop an app ?	how do you tell a	0.3671494098055828	0.25197815559771053
should people over 90 not be allowed to vote ?	should people over 96 not be allowed to vote ?	why is allowed out	2.036890365113941e-09	0.11000877064756588
i want to write a book - where should i start ?	i love to read books , but i also want to write . how should i start ?	can the book ?	1.747170992819167e-09	0.07130985260926176
is dark matter a sea of massive dark photons that ripple when galaxy clusters collide and wave in a double slit experiment ?	does superfluid dm ripple when galaxy clusters collide and wave in a double slit experiment even though physics is too screwed up to figure it out ?	why does you were a line ?	8.595336439215003e-10	0.03717472118959107
what is my old gmail account ?	how can you find all of your gmail accounts ?	how are	1.8354763662658024e-09	0.12857083244023915
from where can i learn programming ?	how do you learn to program ?	how do is ( an line u.s. ?	0.23145502491213957	0.20641232817008212
is there a white american cultural identity ?	what are some examples of distinctly white american culture ?	why did human boxes socialist eclipses ?	4.229931026759462e-09	0.042026266416510326
what is the easiest way of committing suicide ?	what is the cheapest , easiest , least painful way to commit suicide ?	how do n't tell	8.27068107508754e-17	0.03796050294217156
what are the best 10 bicycles in india under the range of rs . 10,000 ?	which is the best hybrid bicycle to buy in india around the range of 10000 ?	are are	2.0390300598872403e-11	0.014545454545454545
how did english become the official language of so many countries ?	why are there so many countries that have english as an official language ? what countries are they ?	how did is china speak	0.07798080698064722	0.11130166882073604
what does right side chest pain indicate ?	why is the right side of the chest is paining ?	how does a ? during	5.488116358607818e-09	0.08579088471849866
how can i lose 1kg every day ?	how many calories do i burn to lose 1kg weight per day ?	how do the way for	5.488116358607818e-09	0.08080808080808081
what is the difference between sore throat and strep throat ? what causes it suddenly ?	what is the difference between sore throat and strep throat ? what causes strep throat suddenly ?	how trump move how	1.4372288654389298e-17	0.02964846178069606
how can one overcome the fear of speaking in public ?	how can i overcome the fear of public speaking ?	is christianity how can	0.09109250638218279	0.10498234330161
how do i see a private instagram account ?	i wan na see someone 's private account on instagram , can i ?	how is my	1.7471709924551733e-09	0.1391262603870235
why does forced migration affect the growth in population ?	how can forced migration affect growth population ?	is the a fish	3.3582644710475053e-09	0.05096700796359499
which is the best cheap beach resort in goa ?	what are cheap but good hotels to live in goa ?	how do my the india for	2.964215117762818e-09	0.02094240837696335
which linux distribution should i choose as a desktop os ?	which linux distribution is best for begginers ?	how is a make for with	7.1653131032300366e-09	0.07110471392587263
how do i get a scholarship to study abroad ?	how do i get scholarship for studying abroad ?	how the test system for study olympiad energy energy	6.454972242199766e-09	0.12164621915697595
is modi will do something against reservation ?	will modi remove quota reservation ?	why is it it	5.536842066052537e-09	0.02469135802469136
what were the major effects of the cambodia earthquake , and how do these effects compare to the vailfivia earthquake in 1960 ?	what were the major effects of the cambodia earthquake , and how do these effects compare to the arica earthquake in 1868 ?	is there the	1.6429631715710195e-11	0.009900990099009901
what was the first human ?	who was the first person on earth ?	how is did	1.5018615284240306e-16	0.06023396671159057
how do you know if your girlfriend has an affair ?	how do you know when your spouse is cheating ?	how my will a n't	2.6013004740088944e-09	0.10754289255515329
how do i crack the ca final exam ?	what is the best way to prepare for the theoretical part of the ca final exam ?	how is how	2.4708729133149657e-09	0.1391262603870235
how can i prepare for civil services ( ias ) ?	what is the best way to prepare for civil service examination ?	how someone is for	2.747607294975244e-09	0.09658792650918634
what should india learn from japan ?	what can india learn from japan ?	how did is a	1.3636047811673833e-16	0.04523901297326212
why is it important to present yourself and your organization positively to your client ?	why is it important to present yourself and your organisation positively to clients ?	why did is a	1.059712774905386e-09	0.05992509363295881
is it possible to travel time with real life ?	could time travel be possible ?	how is	3.026188926929806e-09	0.025157232704402517
